brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
10879.0,sold,424900.0,3.0,2.0,1.0,156649.0,Fallon,Nevada,89406.0,1800.0,2022-04-11
77160.0,for_sale,575000.0,3.0,3.0,,1228560.0,Evans,Georgia,30809.0,2192.0,2015-10-22
108091.0,sold,1650000.0,,,0.14,49864.0,San Diego,California,92109.0,1861.0,2021-12-15
5002.0,for_sale,293000.0,2.0,2.0,0.14,107030.0,Inverness,Florida,34450.0,1663.0,2019-12-27
76137.0,sold,738950.0,3.0,3.0,0.19,674970.0,Bonney Lake,Washington,98391.0,2600.0,2021-11-29
24921.0,sold,500000.0,3.0,2.0,0.22,161546.0,Silver Spring,Maryland,20902.0,1504.0,2022-03-30
71102.0,sold,289900.0,4.0,2.0,0.18,1285828.0,Gardner,Massachusetts,1440.0,1881.0,2022-03-01
67052.0,sold,860000.0,4.0,4.0,0.15,415512.0,Los Angeles,California,90037.0,2074.0,2022-01-31
66383.0,for_sale,65000.0,3.0,2.0,0.1,623728.0,Detroit,Michigan,48205.0,1192.0,2019-12-05
92612.0,for_sale,229500.0,2.0,2.0,,897265.0,Davie,Florida,33328.0,974.0,2021-10-11
79068.0,for_sale,729000.0,5.0,3.0,0.32,1594936.0,Centennial,Colorado,80122.0,2642.0,2014-01-17
70677.0,sold,514900.0,4.0,4.0,0.18,846053.0,Wesley Chapel,Florida,33544.0,2600.0,2022-02-17
5993.0,sold,209900.0,2.0,2.0,31.03,55258.0,Saint Petersburg,Florida,33702.0,1015.0,2022-03-08
87222.0,sold,349000.0,3.0,3.0,,10838.0,Beachwood,Ohio,44122.0,2386.0,2021-11-24
46047.0,for_sale,412990.0,3.0,3.0,0.06,1283503.0,Meridian,Idaho,83642.0,1710.0,2023-02-04
108347.0,for_sale,281000.0,3.0,1.0,0.22,971927.0,Sumas,Washington,98295.0,1152.0,2019-12-10
25155.0,for_sale,349900.0,4.0,3.0,0.28,28406.0,Winter Haven,Florida,33884.0,2096.0,2002-03-12
22453.0,for_sale,284000.0,3.0,2.0,0.17,517716.0,Georgetown,Kentucky,40324.0,1521.0,
53341.0,for_sale,172000.0,2.0,2.0,0.04,1607036.0,Fayetteville,North Carolina,28301.0,1561.0,2018-02-07
53146.0,for_sale,775000.0,3.0,2.0,5.0,664602.0,Athol,Idaho,83801.0,3368.0,2022-05-13
53600.0,for_sale,185000.0,2.0,1.0,0.04,1261718.0,University Place,Washington,98466.0,897.0,1989-11-27
82978.0,for_sale,689990.0,4.0,3.0,0.21,636656.0,Pflugerville,Texas,78660.0,2683.0,
22643.0,sold,1495000.0,4.0,3.0,0.41,955459.0,Concord,Massachusetts,1742.0,3204.0,2021-11-15
78077.0,for_sale,438900.0,3.0,3.0,0.25,804190.0,Huntsville,Alabama,35803.0,2901.0,2017-09-08
44656.0,for_sale,559999.0,4.0,3.0,0.22,490903.0,Sicklerville,New Jersey,8081.0,2752.0,1993-08-13
56705.0,sold,100000.0,2.0,2.0,0.31,643392.0,Wyanet,Illinois,61379.0,1536.0,2022-01-07
30807.0,sold,399900.0,4.0,2.0,0.11,257424.0,Orlando,Florida,32828.0,1931.0,2022-03-07
64694.0,sold,175000.0,3.0,2.0,0.25,407932.0,Carroll,Iowa,51401.0,1817.0,2022-01-07
15218.0,sold,474990.0,3.0,2.0,0.16,165496.0,Star,Idaho,83669.0,1694.0,2022-01-31
105162.0,for_sale,3150000.0,4.0,3.0,0.17,1209728.0,Santa Monica,California,90402.0,2490.0,
22611.0,sold,375000.0,2.0,1.0,0.36,102190.0,Atlanta,Georgia,30315.0,810.0,2022-02-16
109937.0,for_sale,115000.0,2.0,1.0,0.5,620483.0,Lake Park,Iowa,51347.0,1144.0,
84621.0,for_sale,259900.0,3.0,2.0,0.29,932527.0,Archie,Missouri,64725.0,1630.0,2021-08-25
10215.0,for_sale,340000.0,4.0,3.0,0.07,1305854.0,Manlius,New York,13104.0,2200.0,
9556.0,for_sale,8000000.0,6.0,6.0,0.23,250379.0,Bay Harbor Islands,Florida,33154.0,5800.0,2017-08-02
108371.0,for_sale,925000.0,3.0,3.0,0.08,1049367.0,Snoqualmie,Washington,98065.0,1922.0,2016-04-07
108412.0,sold,775000.0,5.0,3.0,0.18,1478179.0,Spokane,Washington,99204.0,3616.0,2022-04-08
41428.0,for_sale,714721.0,5.0,4.0,0.16,345104.0,Riverview,Florida,33579.0,3518.0,
49076.0,for_sale,485000.0,3.0,2.0,0.22,1557082.0,Gustine,California,95322.0,2050.0,2018-07-03
5848.0,for_sale,549000.0,3.0,4.0,50.0,1256896.0,Marion,Virginia,24354.0,3020.0,
68533.0,sold,271000.0,4.0,2.0,0.18,732079.0,New Castle,Delaware,19720.0,1710.0,2021-11-03
87326.0,sold,185000.0,3.0,2.0,0.24,490135.0,Rogers,Arkansas,72756.0,1113.0,2021-11-09
81052.0,for_sale,249900.0,2.0,2.0,,710905.0,Hollywood,Florida,33021.0,909.0,2017-04-24
2242.0,sold,1150000.0,4.0,3.0,0.2,1430119.0,Scottsdale,Arizona,85254.0,2279.0,2022-04-08
33717.0,for_sale,730000.0,5.0,5.0,1.14,1672687.0,Roswell,Georgia,30076.0,5110.0,2022-04-17
68208.0,for_sale,139000.0,5.0,2.0,0.14,1192735.0,Meriden,Connecticut,6451.0,4287.0,2004-01-05
55586.0,sold,699900.0,3.0,2.0,0.02,1176700.0,Fremont,California,94555.0,1166.0,2022-03-31
53398.0,sold,750000.0,4.0,3.0,0.11,706104.0,Carson,California,90745.0,2035.0,2022-03-22
92888.0,for_sale,3100000.0,5.0,8.0,0.62,182640.0,Houston,Texas,77024.0,7878.0,2008-02-11
81635.0,for_sale,354900.0,4.0,3.0,0.27,1687664.0,Wichita,Kansas,67205.0,3085.0,2019-10-21
56063.0,sold,299900.0,5.0,2.0,0.09,1034401.0,New Bedford,Massachusetts,2746.0,1958.0,2021-10-20
81268.0,for_sale,129900.0,3.0,2.0,1.67,160564.0,Ontonagon,Michigan,49953.0,1152.0,
75335.0,sold,699000.0,4.0,2.0,0.23,1641367.0,Boulder,Colorado,80301.0,2100.0,2022-03-29
88476.0,for_sale,362990.0,4.0,3.0,0.25,126511.0,Hampton,Georgia,30228.0,2339.0,2022-08-31
52737.0,for_sale,308500.0,4.0,3.0,0.11,70170.0,San Antonio,Texas,78252.0,2473.0,
55197.0,sold,879900.0,4.0,4.0,1.68,1943622.0,Purcellville,Virginia,20132.0,4248.0,2021-12-16
89564.0,sold,326000.0,4.0,3.0,0.16,627448.0,Cypress,Texas,77433.0,2470.0,2022-03-22
57595.0,ready_to_build,414990.0,3.0,,,590166.0,Crown Point,Indiana,46307.0,1866.0,
16070.0,sold,825000.0,5.0,5.0,1.95,1240040.0,Cumming,Georgia,30041.0,5048.0,2022-04-21
53016.0,sold,299900.0,4.0,2.0,0.23,1468355.0,Rio Rancho,New Mexico,87144.0,2054.0,2021-11-30
59132.0,for_sale,259900.0,2.0,2.0,0.17,1104221.0,Tucson,Arizona,85739.0,1047.0,1996-03-28
84532.0,sold,235000.0,2.0,1.0,,400081.0,Crofton,Maryland,21114.0,1185.0,2022-02-18
110090.0,sold,135000.0,2.0,2.0,,48504.0,Buffalo Grove,Illinois,60089.0,1028.0,2022-04-15
41784.0,sold,250000.0,2.0,2.0,0.07,757264.0,Apache Junction,Arizona,85120.0,1222.0,2022-03-30
109987.0,sold,139900.0,3.0,2.0,0.17,1530760.0,Rochester,New York,14622.0,1400.0,2021-12-16
30807.0,sold,625000.0,5.0,4.0,0.23,1551723.0,Largo,Florida,33777.0,3761.0,2022-01-31
11264.0,sold,170000.0,3.0,2.0,,215922.0,Jacksonville,Florida,32218.0,1164.0,2021-11-12
98050.0,sold,1575000.0,3.0,3.0,0.08,669693.0,Issaquah,Washington,98029.0,2340.0,2022-04-26
59092.0,sold,290000.0,2.0,2.0,0.03,1693037.0,Henrico,Virginia,23229.0,1549.0,2022-02-18
87945.0,for_sale,80000.0,2.0,1.0,0.03,1044100.0,Baltimore,Maryland,21213.0,1130.0,1997-11-07
87683.0,sold,372900.0,3.0,3.0,0.07,459231.0,Port Clinton,Ohio,43452.0,1554.0,2022-04-22
37427.0,sold,349000.0,4.0,2.0,1.0,898277.0,Northampton,Massachusetts,1053.0,1628.0,2021-11-08
16829.0,sold,1199000.0,3.0,2.0,0.15,493104.0,San Diego,California,92109.0,1014.0,2022-04-27
6201.0,sold,400000.0,3.0,1.0,0.16,989398.0,Phoenix,Arizona,85053.0,1808.0,2022-03-31
27977.0,sold,549786.0,5.0,3.0,0.24,1108027.0,Carrollton,Texas,75010.0,3321.0,2022-04-20
51344.0,for_sale,500000.0,2.0,1.0,0.12,1685072.0,Compton,California,90221.0,1018.0,1979-07-31
22285.0,for_sale,75000.0,3.0,2.0,1.0,1162049.0,Hartford,Arkansas,72938.0,1647.0,
78261.0,for_sale,375000.0,3.0,3.0,0.47,1419384.0,Tampa,Florida,33617.0,1750.0,2013-02-20
42001.0,sold,238900.0,3.0,2.0,0.19,1560357.0,Albuquerque,New Mexico,87120.0,1250.0,2021-12-15
30807.0,sold,550000.0,3.0,3.0,0.69,356186.0,Newtown Square,Pennsylvania,19073.0,2856.0,2022-03-08
95518.0,sold,669000.0,4.0,3.0,10.0,843064.0,Elko New Market,Minnesota,55088.0,3938.0,2022-03-18
43316.0,sold,205000.0,4.0,3.0,0.24,137380.0,Salina,Kansas,67401.0,1164.0,2021-11-15
84529.0,sold,1175000.0,4.0,4.0,0.39,1636138.0,Carlsbad,California,92009.0,2189.0,2022-04-29
79221.0,sold,525000.0,3.0,3.0,0.15,1806760.0,Chanhassen,Minnesota,55317.0,3040.0,2022-04-14
58966.0,sold,649876.0,4.0,3.0,0.1,1515551.0,Middle River,Maryland,21220.0,3717.0,2022-01-24
68456.0,sold,170000.0,3.0,2.0,,47590.0,McDonald,Tennessee,37353.0,1152.0,2022-04-08
103731.0,for_sale,95000.0,1.0,1.0,14.04,556532.0,Webster,Texas,77058.0,656.0,
16829.0,for_sale,325000.0,3.0,2.0,0.14,1787736.0,McKinney,Texas,75071.0,1505.0,2020-04-14
10599.0,sold,119900.0,3.0,1.0,0.18,274536.0,Cumberland,Maryland,21502.0,1428.0,2022-02-18
97172.0,for_sale,240000.0,2.0,2.0,,1557429.0,Fort Washington,Maryland,20744.0,1136.0,
66139.0,for_sale,4500000.0,3.0,3.0,1212.9,1961824.0,Waverly,Tennessee,37185.0,2223.0,
12695.0,sold,54500.0,2.0,1.0,0.11,1346411.0,Centerville,Iowa,52544.0,968.0,2021-12-06
100314.0,for_sale,65000.0,3.0,2.0,0.16,1688871.0,Stuttgart,Arkansas,72160.0,1545.0,1996-08-15
95207.0,for_sale,3205382.0,5.0,5.0,0.01,1049179.0,Park City,Utah,84098.0,2985.0,
45785.0,sold,99500.0,3.0,2.0,0.1,983697.0,Point Marion,Pennsylvania,15474.0,1440.0,2021-12-17
83315.0,for_sale,200000.0,3.0,2.0,0.14,335603.0,Minneapolis,Minnesota,55411.0,2490.0,2012-08-30
57595.0,ready_to_build,293990.0,3.0,,,546444.0,Hockley,Texas,77447.0,1230.0,
109455.0,for_sale,499700.0,4.0,5.0,1.17,1305952.0,Oakwood,Georgia,30566.0,4041.0,2018-03-09
79136.0,for_sale,3500000.0,6.0,6.0,0.25,1587122.0,Bethesda,Maryland,20817.0,7490.0,2015-05-21
44990.0,sold,341840.0,4.0,3.0,,29905.0,Yukon,Oklahoma,73099.0,2250.0,2022-01-18
81573.0,for_sale,309900.0,3.0,2.0,9.0,1425425.0,China,Texas,77613.0,1782.0,
36936.0,for_sale,420134.0,3.0,2.0,,158896.0,Madison,Mississippi,39110.0,1859.0,
71244.0,for_sale,450000.0,4.0,2.0,0.26,1506457.0,Brooklyn Park,Minnesota,55445.0,1632.0,2022-03-09
45189.0,sold,264950.0,3.0,2.0,0.11,741837.0,Richmond,Virginia,23224.0,1300.0,2021-12-28
44955.0,for_sale,535000.0,2.0,3.0,0.26,973631.0,Fruitland,Idaho,83619.0,2059.0,2022-05-31
47761.0,for_sale,249900.0,2.0,1.0,0.01,498525.0,Philadelphia,Pennsylvania,19145.0,1060.0,1989-11-08
9895.0,for_sale,284108.0,4.0,3.0,0.09,71046.0,San Antonio,Texas,78223.0,2093.0,
83161.0,for_sale,275000.0,4.0,3.0,0.24,1381073.0,Marshall,Wisconsin,53559.0,1680.0,2005-04-26
10602.0,sold,505000.0,2.0,2.0,0.1,65028.0,Allen,Texas,75013.0,1915.0,2022-01-21
68276.0,for_sale,543081.0,5.0,3.0,0.33,367372.0,Spokane Valley,Washington,99216.0,2211.0,
34017.0,sold,139900.0,2.0,2.0,0.12,1602625.0,Lady Lake,Florida,32159.0,1056.0,2022-01-14
108517.0,for_sale,360000.0,1.0,1.0,,1646330.0,Brooklyn,New York,11230.0,700.0,2019-05-14
32752.0,for_sale,350000.0,6.0,3.0,0.33,1141939.0,Smithfield,Utah,84335.0,2848.0,
73908.0,for_sale,349900.0,4.0,3.0,0.4,541330.0,Commerce,Georgia,30529.0,2138.0,
37980.0,sold,750000.0,2.0,1.0,0.07,44361.0,San Jose,California,95112.0,1008.0,2022-03-02
61945.0,sold,270000.0,2.0,2.0,0.28,266111.0,Springhill,Florida,34609.0,1127.0,2022-04-01
103320.0,for_sale,398000.0,3.0,3.0,,1984477.0,Boca Raton,Florida,33433.0,1590.0,1993-05-05
934.0,sold,345000.0,3.0,3.0,,968897.0,Northbrook,Illinois,60062.0,1800.0,2022-01-18
60596.0,for_sale,150000.0,3.0,1.0,0.32,1567077.0,Cheektowaga,New York,14215.0,1747.0,
81030.0,sold,539500.0,4.0,5.0,0.63,1135945.0,Saint Charles,Illinois,60174.0,3114.0,2022-03-11
30807.0,for_sale,149900.0,3.0,1.0,0.07,544379.0,New Orleans,Louisiana,70117.0,1024.0,2008-11-03
53475.0,for_sale,349900.0,2.0,3.0,0.06,1448468.0,Voorhees,New Jersey,8043.0,1843.0,2009-08-21
11271.0,sold,290000.0,3.0,2.0,0.92,622426.0,Canton,Georgia,30114.0,1452.0,2022-04-15
53042.0,sold,1075000.0,5.0,5.0,0.23,567435.0,Leesburg,Virginia,20176.0,5370.0,2022-02-18
79068.0,for_sale,209000.0,3.0,2.0,0.2,1693123.0,Corpus Christi,Texas,78409.0,1295.0,
31587.0,sold,615000.0,4.0,2.0,0.15,208660.0,Rancho Cordova,California,95742.0,1794.0,2022-02-22
10239.0,for_sale,1525000.0,4.0,4.0,2.02,1277870.0,Summit,Wisconsin,53066.0,4250.0,2013-08-22
101849.0,for_sale,570000.0,3.0,3.0,0.03,869635.0,Temecula,California,92592.0,1739.0,2018-01-12
22022.0,for_sale,979000.0,4.0,3.0,0.17,1026886.0,Oceanside,New York,11572.0,2551.0,2020-12-16
33929.0,for_sale,1150000.0,2.0,3.0,,603930.0,Miami,Florida,33131.0,1255.0,2011-03-18
82978.0,for_sale,429000.0,3.0,2.0,0.22,593611.0,Round Rock,Texas,78664.0,1643.0,2020-02-14
65812.0,sold,349000.0,4.0,4.0,0.3,53439.0,Justin,Texas,76247.0,2951.0,2022-03-22
47583.0,for_sale,875000.0,4.0,4.0,0.32,1734907.0,Leland,North Carolina,28451.0,2546.0,
92884.0,for_sale,5600000.0,4.0,4.0,1.11,1814425.0,Water Mill,New York,11976.0,6700.0,1986-09-15
53016.0,sold,132000.0,3.0,1.0,0.03,929567.0,Harrisburg,Pennsylvania,17110.0,1122.0,2021-11-15
88917.0,for_sale,1450000.0,6.0,7.0,0.79,1711893.0,Laredo,Texas,78045.0,6875.0,
103795.0,sold,1225990.0,5.0,6.0,0.2,665482.0,Chatsworth,California,91311.0,3994.0,2022-03-02
100906.0,sold,839900.0,6.0,4.0,0.11,1151549.0,Lynn,Massachusetts,1902.0,3180.0,2022-02-16
82308.0,for_sale,195000.0,3.0,2.0,0.34,1678978.0,Proctor,Minnesota,55810.0,1300.0,2022-04-20
60631.0,sold,849000.0,3.0,3.0,0.28,934012.0,Gig Harbor,Washington,98335.0,2188.0,2022-01-06
8117.0,sold,454900.0,3.0,3.0,0.2,1310011.0,Havertown,Pennsylvania,19083.0,2188.0,2022-02-14
25790.0,for_sale,383990.0,4.0,2.0,0.14,1408610.0,Lakeland,Florida,33811.0,1828.0,
21964.0,for_sale,130000.0,3.0,2.0,,441989.0,El Centro,California,92243.0,1782.0,
30807.0,for_sale,129000.0,1.0,2.0,,1984525.0,Plantation,Florida,33317.0,708.0,2005-08-22
71243.0,sold,536000.0,4.0,3.0,0.17,805502.0,Anthem,Arizona,85086.0,2168.0,2022-03-16
53418.0,for_sale,749900.0,4.0,4.0,5.38,1638745.0,Northport,Alabama,35473.0,4696.0,2018-05-10
79068.0,for_sale,475000.0,3.0,3.0,0.14,242219.0,Parker,Colorado,80134.0,1368.0,2019-06-03
16642.0,sold,359900.0,4.0,4.0,0.15,26533.0,Fredericksburg,Virginia,22408.0,3312.0,2021-11-30
81574.0,sold,624900.0,4.0,4.0,1.43,1475653.0,Baytown,Texas,77523.0,2880.0,2022-03-18
53691.0,sold,1195000.0,2.0,2.0,0.34,1794333.0,Santa Monica,California,90403.0,1191.0,2022-03-23
13099.0,for_sale,249900.0,3.0,3.0,0.22,614575.0,Russellville,Arkansas,72801.0,2047.0,2004-05-27
51465.0,for_sale,1000000.0,4.0,4.0,0.22,1226165.0,Longwood,Florida,32779.0,4050.0,2019-06-19
52369.0,for_sale,1350000.0,3.0,4.0,,459784.0,Naples,Florida,34110.0,3382.0,
91509.0,for_sale,105000.0,5.0,3.0,1.14,17690.0,Stephentown,New York,12168.0,3092.0,
26008.0,for_sale,275000.0,3.0,2.0,1.74,194892.0,Webster,Florida,33597.0,1680.0,1993-12-20
11631.0,for_sale,329000.0,3.0,2.0,,1285092.0,Big Sky,Montana,59716.0,1329.0,
53034.0,for_sale,269900.0,3.0,3.0,5.24,1087647.0,Fair Grove,Missouri,65648.0,2100.0,2021-08-30
77459.0,sold,624555.0,5.0,4.0,0.25,1493077.0,Indian Land,South Carolina,29707.0,3487.0,2021-12-02
96930.0,sold,199900.0,1.0,1.0,,1534926.0,Alexandria,Virginia,22307.0,602.0,2022-03-25
52584.0,sold,95000.0,3.0,2.0,0.17,1338355.0,Youngstown,Ohio,44512.0,1728.0,2022-03-09
15345.0,sold,234999.0,3.0,1.0,0.14,403676.0,Westchester,Illinois,60154.0,960.0,2022-04-18
52577.0,sold,75000.0,2.0,1.0,0.14,137344.0,Corsicana,Texas,75110.0,734.0,2021-12-13
65126.0,sold,1379000.0,3.0,3.0,2.3,1770845.0,Granite Bay,California,95746.0,2608.0,2022-02-18
1225.0,for_sale,389000.0,3.0,2.0,0.17,952124.0,Lake Wales,Florida,33859.0,2772.0,2013-05-02
27183.0,for_sale,77000.0,4.0,2.0,0.09,1620124.0,Meriden,Connecticut,6451.0,1286.0,
27243.0,sold,350000.0,3.0,2.0,,987685.0,Peachtree City,Georgia,30269.0,1390.0,2022-03-15
22671.0,sold,145900.0,2.0,2.0,0.1,787978.0,Saint Louis,Missouri,63125.0,954.0,2022-04-29
66589.0,sold,439900.0,5.0,1.0,0.64,265252.0,Skaneateles,New York,13152.0,2120.0,2021-12-22
20084.0,for_sale,720000.0,3.0,2.0,0.15,1204524.0,Oakland Park,Florida,33334.0,1495.0,2015-09-21
53575.0,sold,549900.0,3.0,2.0,0.11,275064.0,Oro Valley,Arizona,85755.0,1796.0,2021-12-15
15213.0,sold,585000.0,4.0,4.0,0.24,1728629.0,Katy,Texas,77494.0,4042.0,2021-11-15
59121.0,sold,370165.0,5.0,3.0,,944966.0,Katy,Texas,77493.0,2657.0,2022-03-31
91240.0,for_sale,39900.0,2.0,1.0,0.05,132618.0,Maryville,Missouri,64468.0,1512.0,
83394.0,sold,849000.0,2.0,3.0,0.53,1355061.0,Burbank,California,91501.0,1743.0,2022-03-11
25049.0,for_sale,204900.0,4.0,1.0,0.72,835049.0,South Bend,Indiana,46628.0,2460.0,2017-05-09
53128.0,for_sale,690000.0,4.0,2.0,0.18,1813882.0,Pacoima,California,91331.0,1175.0,2003-09-05
60610.0,sold,179950.0,3.0,1.0,0.27,1056047.0,Roanoke,Virginia,24012.0,1060.0,2021-12-14
53385.0,for_sale,220000.0,2.0,3.0,,1704823.0,Delray Beach,Florida,33445.0,1384.0,
85079.0,for_sale,282000.0,2.0,2.0,,1755899.0,Champions Gate,Florida,33896.0,1406.0,
105458.0,sold,79900.0,3.0,2.0,0.2,347759.0,Youngstown,Ohio,44511.0,1643.0,2022-02-18
23592.0,for_sale,530000.0,,1.0,0.07,606644.0,New York City,New York,10024.0,362.0,2009-09-03
33476.0,for_sale,274900.0,3.0,3.0,0.26,1568016.0,Aspers,Pennsylvania,17304.0,2272.0,2020-05-05
44642.0,for_sale,447990.0,3.0,2.0,0.18,1835640.0,Arizona City,Arizona,85123.0,1600.0,2021-01-28
4595.0,sold,614900.0,3.0,4.0,5.3,314687.0,Manhattan,Illinois,60442.0,5480.0,2022-04-11
107103.0,for_sale,885000.0,5.0,5.0,0.35,819178.0,Castle Rock,Colorado,80104.0,4984.0,2018-12-03
15346.0,sold,87500.0,4.0,1.0,0.2,230611.0,Perrinton,Michigan,48871.0,1242.0,2022-03-18
56478.0,sold,398000.0,3.0,2.0,0.56,130702.0,Great Barrington,Massachusetts,1236.0,1440.0,2022-02-01
16829.0,sold,1249000.0,3.0,3.0,0.13,1440455.0,Los Angeles,California,90042.0,1820.0,2022-01-14
21150.0,for_sale,419000.0,2.0,1.0,,776821.0,Pleasant Hill,California,94523.0,802.0,2022-05-16
35813.0,for_sale,276900.0,3.0,2.0,,1702629.0,Jacksonville,Florida,32277.0,1901.0,1996-07-31
39762.0,for_sale,365000.0,2.0,1.0,,1572101.0,Brooklyn,New York,11235.0,1000.0,
50374.0,for_sale,549950.0,6.0,2.0,0.1,834812.0,Covington,Washington,98042.0,2290.0,2002-08-29
83598.0,for_sale,275000.0,3.0,4.0,0.17,1360550.0,Ames,Iowa,50014.0,1695.0,
61511.0,for_sale,1200000.0,3.0,4.0,0.12,1154435.0,Horseshoe Bay,Texas,78657.0,2694.0,2006-02-24
104454.0,sold,531000.0,3.0,2.0,0.16,714087.0,Anthem,Arizona,85086.0,1822.0,2022-04-22
30750.0,for_sale,485000.0,4.0,2.0,0.25,1350975.0,Davenport,Florida,33896.0,1802.0,1999-04-19
15451.0,sold,269900.0,4.0,3.0,0.64,903164.0,Tiffin,Ohio,44883.0,2216.0,2022-03-29
55640.0,for_sale,341900.0,3.0,2.0,0.13,1819615.0,New Braunfels,Texas,78132.0,1580.0,
53054.0,for_sale,325000.0,2.0,2.0,0.09,579472.0,New Orleans,Louisiana,70125.0,1142.0,
109986.0,for_sale,800000.0,2.0,2.0,1.11,832513.0,Camp Sherman,Oregon,97730.0,2224.0,
25789.0,for_sale,501990.0,4.0,3.0,0.13,1146698.0,Bradenton,Florida,34208.0,2756.0,
83583.0,sold,380000.0,3.0,2.0,0.12,1315122.0,Fairfield,California,94533.0,1297.0,2021-12-27
83146.0,for_sale,394900.0,4.0,3.0,0.53,574624.0,Knoxville,Tennessee,37923.0,2360.0,2019-06-17
45866.0,sold,159900.0,4.0,2.0,0.12,727386.0,Kenmore,New York,14217.0,1630.0,2022-04-07
85135.0,sold,245000.0,2.0,2.0,,1528789.0,Jacksonville,Florida,32221.0,1260.0,2022-04-18
22876.0,for_sale,699000.0,4.0,5.0,0.15,381833.0,Ruidoso,New Mexico,88345.0,3111.0,2006-06-30
53264.0,sold,295900.0,16.0,,0.08,716761.0,Buffalo,New York,14213.0,8946.0,2021-10-27
52726.0,for_sale,259900.0,4.0,2.0,0.25,1197438.0,De Pere,Wisconsin,54115.0,1816.0,2022-03-29
42366.0,sold,230000.0,3.0,2.0,0.35,182179.0,Chester,Virginia,23831.0,1512.0,2022-02-28
102339.0,sold,389900.0,3.0,1.0,0.17,1052349.0,Randolph,Massachusetts,2368.0,1208.0,2022-01-13
93246.0,for_sale,224900.0,3.0,2.0,0.75,672928.0,Athens,Tennessee,37303.0,1428.0,
36510.0,sold,325000.0,1.0,1.0,,1708855.0,Boulder,Colorado,80302.0,620.0,2022-01-14
89121.0,sold,698800.0,3.0,2.0,0.41,1189334.0,Aptos,California,95003.0,1194.0,2021-11-10
947.0,sold,545000.0,4.0,3.0,,282663.0,Downers Grove,Illinois,60515.0,2240.0,2022-03-18
28955.0,sold,399990.0,2.0,1.0,,433914.0,Miami Beach,Florida,33139.0,693.0,2022-04-08
11180.0,sold,620000.0,3.0,2.0,0.18,365649.0,Folsom,California,95630.0,1472.0,2022-04-04
28958.0,for_sale,349000.0,1.0,1.0,,965262.0,New York,New York,10027.0,500.0,
22202.0,sold,1200000.0,6.0,3.0,0.17,354487.0,Seattle,Washington,98122.0,2450.0,2022-04-29
28491.0,sold,289900.0,3.0,2.0,2.8,383358.0,Webster,New York,14580.0,1498.0,2021-12-08
30499.0,sold,175000.0,3.0,2.0,,435349.0,Jacksonville,Florida,32209.0,1230.0,2022-03-07
60414.0,sold,305000.0,5.0,3.0,0.29,1017897.0,Gainesville,Georgia,30504.0,1278.0,2022-02-02
60737.0,sold,775000.0,4.0,4.0,0.34,840340.0,Vestavia Hills,Alabama,35243.0,3710.0,2021-11-10
41673.0,sold,200000.0,3.0,2.0,0.46,1732485.0,Yorkville,New York,13495.0,1242.0,2021-11-19
59838.0,sold,269500.0,3.0,2.0,,1397833.0,Rocklin,California,95677.0,1456.0,2022-04-12
48650.0,for_sale,719900.0,2.0,2.0,,497880.0,Boston,Massachusetts,2132.0,1207.0,
53569.0,for_sale,559900.0,4.0,3.0,0.08,1020302.0,Lacey,Washington,98516.0,2525.0,2019-07-24
57628.0,for_sale,195000.0,3.0,1.0,0.15,365611.0,Sterling,Colorado,80751.0,1234.0,2020-03-12
67945.0,for_sale,1115000.0,2.0,2.0,,1629165.0,Jersey City,New Jersey,7310.0,1172.0,
22709.0,sold,689000.0,4.0,3.0,1.75,1452304.0,Mendham Township,New Jersey,7869.0,3000.0,2022-03-18
69157.0,for_sale,949000.0,2.0,1.0,0.12,454547.0,Berkeley,California,94710.0,829.0,
61167.0,sold,269000.0,2.0,3.0,0.02,1333855.0,Orlando,Florida,32824.0,1417.0,2022-02-04
9700.0,for_sale,599900.0,3.0,3.0,0.06,651247.0,Cary,North Carolina,27519.0,2207.0,
104244.0,for_sale,199500.0,3.0,2.0,6.0,303829.0,Hull,Texas,77564.0,1568.0,
30768.0,for_sale,733376.0,4.0,3.0,1.98,478174.0,Andover,Minnesota,55304.0,3768.0,
30807.0,for_sale,559000.0,4.0,3.0,0.16,1220093.0,Kissimmee,Florida,34744.0,3828.0,2021-10-21
74775.0,sold,648000.0,4.0,2.0,0.15,867936.0,Canyon Country,California,91351.0,1366.0,2021-12-01
48367.0,for_sale,425000.0,3.0,2.0,2.36,1406114.0,Stephenville,Texas,76401.0,2000.0,2015-07-30
87668.0,for_sale,465000.0,4.0,2.0,0.34,623458.0,Lutz,Florida,33558.0,1709.0,1996-02-07
22611.0,for_sale,205000.0,2.0,1.0,0.07,957554.0,Des Plaines,Illinois,60016.0,887.0,2005-01-13
52923.0,sold,224700.0,3.0,2.0,0.2,1546581.0,North Port,Florida,34287.0,1456.0,2022-04-22
57000.0,for_sale,895000.0,4.0,4.0,0.15,1799238.0,Covington,Louisiana,70433.0,3040.0,2013-10-11
45823.0,sold,225000.0,3.0,3.0,0.32,1597606.0,Parma,Ohio,44134.0,2856.0,2022-02-01
54793.0,for_sale,329900.0,4.0,3.0,0.29,1993866.0,Menasha,Wisconsin,54952.0,2460.0,2007-02-21
34252.0,sold,390000.0,1.0,1.0,,1378797.0,Doral,Florida,33166.0,686.0,2022-03-04
